ID_TICKET,TYPE,STATUT_FERMETURE,PRIORITE,HORO_DATE_OUVERTURE,RESOLVED_AT,DUREE_RESO_H
4146,Technical issue,Closed,Critical,2021-05-04,2023-06-01 17:02:58,18209.049444444445
4148,Product inquiry,Closed,Medium,2021-10-30,2023-06-01 07:28:01,13903.466944444444
4149,Billing inquiry,Closed,Critical,2021-04-07,2023-06-01 07:40:01,18847.666944444445
4151,Refund request,Closed,Critical,2020-01-21,2023-06-01 23:14:05,29471.234722222223
4152,Technical issue,Closed,Low,2020-06-22,2023-06-01 20:29:07,25796.485277777778
4153,Cancellation request,Closed,High,2020-10-20,2023-06-01 09:18:07,22905.301944444444
4163,Product inquiry,Closed,Critical,2021-09-19,2023-06-01 13:40:23,14893.673055555555
4168,Billing inquiry,Closed,Critical,2021-05-11,2023-06-01 12:51:31,18036.85861111111
4170,Refund request,Closed,Medium,2021-08-12,2023-06-01 01:53:35,15793.893055555556
4179,Product inquiry,Closed,Low,2020-12-18,2023-06-01 19:20:48,21499.346666666668
4193,Technical issue,Closed,Critical,2021-01-10,2023-06-01 08:28:08,20936.46888888889
4201,Cancellation request,Closed,Medium,2020-06-03,2023-06-01 18:30:17,26250.504722222224
4211,Technical issue,Closed,Critical,2021-08-11,2023-06-01 07:20:30,15823.341666666667
4212,Product inquiry,Closed,Low,2021-12-18,2023-06-01 18:37:32,12738.625555555556
4214,Refund request,Closed,Low,2020-08-28,2023-06-01 02:08:34,24170.14277777778
4218,Technical issue,Closed,Low,2020-09-13,2023-06-01 10:46:40,23794.777777777777
4230,Product inquiry,Closed,Critical,2020-11-19,2023-06-01 15:43:56,22191.73222222222
4232,Cancellation request,Closed,Critical,2021-02-02,2023-06-01 08:35:00,20384.583333333332
4234,Refund request,Closed,High,2020-12-26,2023-06-01 03:22:03,21291.3675
4235,Cancellation request,Closed,High,2021-07-30,2023-06-01 19:50:03,16123.834166666667
4236,Refund request,Closed,Critical,2021-10-16,2023-06-01 07:25:04,14239.417777777779
4238,Cancellation request,Closed,Low,2021-02-27,2023-05-31 23:37:07,19775.618611111113
4240,Cancellation request,Closed,Critical,2021-11-19,2023-06-01 11:42:11,13427.703055555556
4242,Billing inquiry,Closed,Medium,2021-04-19,2023-06-01 20:24:14,18572.40388888889
4243,Cancellation request,Closed,Critical,2020-01-14,2023-06-01 19:16:16,29635.27111111111
4244,Refund request,Closed,High,2020-12-11,2023-06-01 09:28:16,21657.47111111111
4247,Refund request,Closed,High,2021-11-11,2023-06-01 19:48:20,13627.805555555555
4254,Billing inquiry,Closed,High,2021-03-15,2023-06-01 14:32:28,19406.54111111111
4257,Product inquiry,Closed,Critical,2021-08-23,2023-06-01 01:38:31,15529.641944444444
4259,Product inquiry,Closed,Medium,2021-11-05,2023-06-01 19:56:34,13771.942777777778
4265,Cancellation request,Closed,Critical,2020-06-20,2023-06-01 18:35:40,25842.594444444443
4267,Cancellation request,Closed,Critical,2020-11-05,2023-06-01 17:14:42,22529.245
4268,Technical issue,Closed,Critical,2020-06-06,2023-06-01 16:43:44,26176.72888888889
4269,Cancellation request,Closed,Low,2020-04-24,2023-06-01 02:42:46,27194.71277777778
4275,Billing inquiry,Closed,Medium,2020-08-01,2023-06-01 10:06:54,24826.115
4282,Technical issue,Closed,Medium,2021-07-29,2023-06-01 06:13:04,16134.217777777778
4285,Technical issue,Closed,Low,2020-10-31,2023-06-01 08:15:09,22640.2525
4288,Technical issue,Closed,Critical,2021-10-07,2023-06-01 16:13:13,14464.220277777778
4292,Billing inquiry,Closed,Low,2021-09-13,2023-06-01 22:41:18,15046.688333333334
4302,Product inquiry,Closed,Medium,2020-12-22,2023-06-01 08:41:31,21392.691944444443
4305,Billing inquiry,Closed,Medium,2020-03-25,2023-06-01 04:46:35,27916.776388888888
4311,Cancellation request,Closed,Critical,2020-10-06,2023-06-01 10:24:42,23242.411666666667
4315,Product inquiry,Closed,Critical,2020-02-03,2023-06-01 09:05:47,29145.096388888887
4324,Technical issue,Closed,Low,2020-01-24,2023-06-01 06:29:00,29382.483333333334
4334,Billing inquiry,Closed,Medium,2021-07-18,2023-06-01 17:39:14,16409.65388888889
4336,Cancellation request,Closed,Critical,2021-12-30,2023-06-01 13:58:17,12445.97138888889
4337,Product inquiry,Closed,Critical,2021-07-13,2023-06-01 09:10:19,16521.171944444446
4340,Technical issue,Closed,High,2021-03-02,2023-06-01 20:15:22,19724.25611111111
4343,Refund request,Closed,Low,2020-10-07,2023-06-01 15:44:27,23223.740833333333
4352,Cancellation request,Closed,High,2020-09-17,2023-06-01 09:12:41,23697.21138888889
4355,Billing inquiry,Closed,High,2020-04-12,2023-06-01 16:23:45,27496.395833333332
4357,Cancellation request,Closed,Medium,2021-12-08,2023-06-01 09:37:47,12969.629722222222
4361,Cancellation request,Closed,Medium,2020-07-14,2023-06-01 03:15:55,25251.265277777777
4368,Product inquiry,Closed,High,2020-02-22,2023-06-01 20:11:05,28700.18472222222
4375,Billing inquiry,Closed,Critical,2021-10-10,2023-06-01 15:25:14,14391.420555555556
4378,Product inquiry,Closed,Critical,2020-05-05,2023-05-31 23:55:18,26927.921666666665
4379,Billing inquiry,Closed,Critical,2020-08-06,2023-06-01 22:27:19,24718.45527777778
4380,Billing inquiry,Closed,Critical,2020-05-04,2023-06-01 02:29:20,26954.48888888889
4383,Billing inquiry,Closed,Critical,2020-03-29,2023-06-01 14:56:25,27830.94027777778
4384,Billing inquiry,Closed,Critical,2020-10-25,2023-06-01 20:35:27,22796.590833333332
4386,Billing inquiry,Closed,Medium,2020-10-09,2023-06-01 15:59:28,23175.99111111111
4389,Cancellation request,Closed,Critical,2020-10-03,2023-06-01 15:33:33,23319.559166666666
4391,Billing inquiry,Closed,Low,2020-10-06,2023-06-01 18:01:37,23250.026944444446
4399,Refund request,Closed,Critical,2021-01-05,2023-06-01 07:16:48,21055.28
4400,Refund request,Closed,Medium,2021-02-21,2023-06-01 22:46:50,19942.780555555557
4401,Product inquiry,Closed,High,2021-02-09,2023-06-01 23:07:52,20231.13111111111
4405,Product inquiry,Closed,High,2020-01-13,2023-06-01 02:02:55,29642.04861111111
4409,Cancellation request,Closed,Low,2020-08-29,2023-06-01 06:01:00,24150.016666666666
4411,Technical issue,Closed,High,2020-08-04,2023-06-01 14:36:03,24758.600833333334
4413,Refund request,Closed,Medium,2021-06-29,2023-06-01 08:39:06,16856.65166666667
4416,Refund request,Closed,Medium,2020-07-19,2023-06-01 18:12:10,25146.202777777777
4418,Refund request,Closed,Low,2020-05-18,2023-06-01 14:15:12,26630.253333333334
4421,Technical issue,Closed,Medium,2021-02-04,2023-06-01 12:14:14,20340.237222222222
4424,Cancellation request,Closed,Critical,2020-12-09,2023-06-01 10:37:18,21706.621666666666
4425,Product inquiry,Closed,Medium,2021-06-13,2023-06-01 06:50:20,17238.838888888888
4426,Billing inquiry,Closed,Critical,2020-04-02,2023-06-01 06:24:22,27726.40611111111
4427,Technical issue,Closed,Low,2021-01-18,2023-06-01 04:17:23,20740.289722222224
4433,Technical issue,Closed,Critical,2020-06-20,2023-06-01 01:38:30,25825.641666666666
4434,Technical issue,Closed,High,2020-01-05,2023-06-01 05:01:31,29837.02527777778
4438,Product inquiry,Closed,Critical,2021-10-21,2023-06-01 07:27:36,14119.46
4440,Product inquiry,Closed,Critical,2020-07-23,2023-06-01 10:49:39,25042.8275
4443,Billing inquiry,Closed,Medium,2020-01-31,2023-06-01 04:11:44,29212.195555555554
4453,Billing inquiry,Closed,Critical,2021-11-04,2023-06-01 03:56:59,13779.949722222222
4454,Cancellation request,Closed,High,2021-07-29,2023-06-01 01:01:00,16129.016666666666
4458,Product inquiry,Closed,Low,2020-03-22,2023-06-01 04:08:06,27988.135
4460,Technical issue,Closed,Medium,2020-01-02,2023-06-01 19:05:09,29923.085833333334
4463,Product inquiry,Closed,Low,2021-07-31,2023-06-01 06:31:14,16086.520555555555
4465,Billing inquiry,Closed,Low,2020-04-29,2023-06-01 15:23:17,27087.388055555555
4474,Technical issue,Closed,High,2021-06-05,2023-06-01 10:25:28,17434.424444444445
4476,Product inquiry,Closed,High,2021-03-25,2023-06-01 21:02:31,19173.041944444445
4478,Product inquiry,Closed,Low,2021-02-17,2023-06-01 11:00:34,20027.009444444444
4481,Technical issue,Closed,High,2021-09-24,2023-06-01 16:25:38,14776.427222222223
4482,Refund request,Closed,Critical,2020-04-20,2023-06-01 14:01:39,27302.0275
4485,Technical issue,Closed,High,2020-12-15,2023-06-01 11:54:42,21563.911666666667
4491,Technical issue,Closed,Critical,2020-09-28,2023-06-01 19:13:51,23443.230833333335
4493,Product inquiry,Closed,Critical,2020-11-13,2023-06-01 10:22:53,22330.381388888887
4496,Refund request,Closed,Low,2021-03-08,2023-06-01 01:10:58,19561.182777777776
4497,Technical issue,Closed,High,2021-06-24,2023-06-01 22:21:59,16990.366388888888
4498,Product inquiry,Closed,High,2021-11-01,2023-06-01 02:51:01,13850.850277777778
4501,Billing inquiry,Closed,Low,2021-03-10,2023-05-31 23:34:05,19511.568055555555
4504,Billing inquiry,Closed,Low,2020-01-01,2023-06-01 19:04:08,29947.068888888887
4505,Product inquiry,Closed,Low,2021-04-06,2023-06-01 11:06:09,18875.1025
4506,Refund request,Closed,High,2021-11-17,2023-06-01 16:20:10,13480.336111111112
4507,Product inquiry,Closed,Critical,2021-09-06,2023-06-01 13:08:11,15205.136388888888
4512,Technical issue,Closed,Low,2021-11-21,2023-06-01 00:02:19,13368.038611111111
4513,Cancellation request,Closed,Low,2020-02-29,2023-06-01 14:02:21,28526.039166666666
4514,Refund request,Closed,Critical,2021-07-28,2023-06-01 16:16:23,16168.273055555555
4517,Product inquiry,Closed,Critical,2020-10-07,2023-06-01 05:39:27,23213.6575
4518,Billing inquiry,Closed,Low,2020-02-16,2023-06-01 12:00:29,28836.008055555554
4519,Cancellation request,Closed,High,2021-04-24,2023-06-01 02:52:30,18434.875
4525,Cancellation request,Closed,Medium,2020-06-08,2023-06-01 17:41:39,26129.694166666668
4526,Refund request,Closed,Critical,2020-03-22,2023-06-01 10:56:39,27994.944166666668
4529,Billing inquiry,Closed,Low,2020-03-30,2023-06-01 08:13:42,27800.228333333333
4530,Technical issue,Closed,Critical,2021-06-26,2023-06-01 15:18:44,16935.312222222223
4531,Refund request,Closed,Critical,2020-04-10,2023-06-01 20:13:46,27548.229444444445
4533,Product inquiry,Closed,High,2021-11-17,2023-06-01 00:40:48,13464.68
4541,Refund request,Closed,Low,2021-12-23,2023-06-01 00:20:58,12600.349444444444
4545,Technical issue,Closed,Low,2021-03-19,2023-06-01 00:40:02,19296.667222222222
4550,Cancellation request,Closed,Low,2020-12-25,2023-06-01 00:03:09,21312.0525
4551,Billing inquiry,Closed,Low,2020-03-30,2023-06-01 07:58:10,27799.969444444443
4559,Product inquiry,Closed,High,2020-10-17,2023-06-01 23:24:19,22991.405277777776
4562,Refund request,Closed,Low,2020-05-24,2023-06-01 17:21:24,26489.356666666667
4565,Product inquiry,Closed,Medium,2020-10-21,2023-06-01 07:56:28,22879.94111111111
4572,Cancellation request,Closed,Low,2020-06-14,2023-06-01 08:04:37,25976.076944444445
4573,Cancellation request,Closed,Low,2021-08-15,2023-06-01 20:28:39,15740.4775
4574,Technical issue,Closed,High,2021-05-03,2023-06-01 15:03:40,18231.06111111111
4577,Billing inquiry,Closed,Critical,2021-04-24,2023-06-01 18:39:43,18450.661944444444
4578,Product inquiry,Closed,Medium,2021-04-03,2023-06-01 03:02:45,18939.045833333334
4581,Product inquiry,Closed,Medium,2021-04-10,2023-06-01 18:14:48,18786.246666666666
4583,Billing inquiry,Closed,Medium,2021-02-04,2023-06-01 21:32:52,20349.547777777778
4585,Cancellation request,Closed,Low,2021-05-06,2023-06-01 00:48:54,18144.815
4590,Refund request,Closed,Critical,2020-04-11,2023-06-01 10:57:02,27514.950555555555
4591,Refund request,Closed,Critical,2021-02-21,2023-06-01 10:24:03,19930.400833333333
4592,Technical issue,Closed,Low,2021-08-28,2023-06-01 06:16:05,15414.268055555556
4593,Cancellation request,Closed,High,2020-05-10,2023-06-01 16:38:07,26824.63527777778
4594,Technical issue,Closed,Low,2020-10-05,2023-06-01 10:49:07,23266.81861111111
4596,Refund request,Closed,Critical,2021-08-14,2023-06-01 18:43:09,15762.719166666666
4601,Billing inquiry,Closed,High,2021-10-12,2023-06-01 00:39:18,14328.655
4602,Billing inquiry,Closed,Low,2021-11-11,2023-06-01 18:24:19,13626.405277777778
4603,Cancellation request,Closed,Medium,2020-12-21,2023-06-01 02:43:21,21410.7225
4607,Refund request,Closed,High,2021-08-17,2023-06-01 10:22:27,15682.374166666666
4612,Refund request,Closed,Low,2021-03-04,2023-06-01 12:29:32,19668.492222222223
4615,Product inquiry,Closed,Medium,2020-11-30,2023-06-01 07:42:37,21919.710277777776
4616,Product inquiry,Closed,Low,2021-05-22,2023-06-01 18:02:39,17778.044166666667
4617,Product inquiry,Closed,Medium,2021-06-30,2023-06-01 03:03:40,16827.06111111111
4620,Refund request,Closed,Low,2020-07-27,2023-06-01 16:11:44,24952.195555555554
4621,Technical issue,Closed,High,2020-08-12,2023-06-01 02:13:46,24554.229444444445
4622,Refund request,Closed,High,2020-01-15,2023-06-01 07:59:47,29599.99638888889
4628,Product inquiry,Closed,Medium,2021-01-14,2023-06-01 01:49:56,20833.832222222223
4633,Product inquiry,Closed,Medium,2020-03-31,2023-06-01 06:26:04,27774.434444444443
4635,Refund request,Closed,Low,2021-04-12,2023-06-01 00:20:06,18720.335
4643,Product inquiry,Closed,Low,2021-04-15,2023-06-01 18:26:17,18666.438055555554
4650,Cancellation request,Closed,Low,2020-11-20,2023-06-01 00:58:27,22152.974166666667
4653,Billing inquiry,Closed,High,2021-04-07,2023-06-01 15:18:32,18855.30888888889
4656,Product inquiry,Closed,Medium,2020-10-09,2023-06-01 06:39:36,23166.66
4664,Billing inquiry,Closed,Critical,2021-12-01,2023-06-01 11:15:48,13139.263333333334
4665,Refund request,Closed,Low,2020-05-13,2023-06-01 06:21:50,26742.36388888889
4666,Billing inquiry,Closed,High,2021-12-04,2023-06-01 23:31:52,13079.531111111111
4670,Billing inquiry,Closed,Critical,2021-01-06,2023-06-01 15:56:58,21039.949444444443
4675,Product inquiry,Closed,Medium,2021-07-29,2023-06-01 14:16:04,16142.267777777777
4676,Cancellation request,Closed,Critical,2020-08-09,2023-06-01 08:56:06,24632.935
4677,Cancellation request,Closed,Medium,2021-05-19,2023-06-01 16:04:06,17848.068333333333
4686,Product inquiry,Closed,High,2021-10-02,2023-06-01 13:25:18,14581.421666666667
4689,Billing inquiry,Closed,High,2021-05-07,2023-06-01 03:34:24,18123.573333333334
4690,Technical issue,Closed,Critical,2020-06-24,2023-06-01 06:10:26,25734.17388888889
4693,Cancellation request,Closed,Critical,2021-10-01,2023-06-01 15:32:29,14607.541388888889
4696,Cancellation request,Closed,Low,2020-06-15,2023-06-01 21:23:31,25965.391944444444
4697,Cancellation request,Closed,Medium,2021-01-18,2023-06-01 09:47:32,20745.792222222222
4701,Billing inquiry,Closed,Critical,2021-02-17,2023-06-01 23:09:38,20039.160555555554
4702,Cancellation request,Closed,High,2021-05-20,2023-06-01 03:02:40,17811.044444444444
4704,Technical issue,Closed,High,2020-09-01,2023-06-01 23:13:43,24095.22861111111
4705,Refund request,Closed,Low,2021-01-27,2023-06-01 00:37:45,20520.629166666666
4706,Cancellation request,Closed,High,2021-12-17,2023-06-01 11:09:47,12755.163055555555
4709,Billing inquiry,Closed,Medium,2021-04-02,2023-06-01 09:45:51,18969.764166666668
4711,Product inquiry,Closed,Low,2021-12-04,2023-06-01 03:39:55,13059.665277777778
4712,Technical issue,Closed,Critical,2021-08-16,2023-06-01 11:30:56,15707.515555555556
4715,Billing inquiry,Closed,High,2021-02-17,2023-06-01 04:31:59,20020.533055555556
4718,Refund request,Closed,Critical,2020-04-25,2023-06-01 09:55:03,27177.9175
4722,Technical issue,Closed,High,2021-03-11,2023-06-01 23:28:08,19511.46888888889
4725,Technical issue,Closed,Critical,2020-01-09,2023-06-01 03:01:12,29739.02
4730,Refund request,Closed,Low,2021-12-25,2023-06-01 23:26:18,12575.438333333334
4734,Refund request,Closed,High,2020-09-09,2023-06-01 22:08:23,23902.139722222222
4736,Technical issue,Closed,Critical,2020-02-01,2023-06-01 21:51:26,29205.85722222222
4738,Billing inquiry,Closed,Medium,2020-01-21,2023-06-01 02:43:29,29450.72472222222
4744,Product inquiry,Closed,High,2020-08-04,2023-06-01 16:04:39,24760.0775
4746,Technical issue,Closed,Low,2020-06-21,2023-06-01 07:59:42,25807.995
4747,Refund request,Closed,High,2020-04-04,2023-06-01 06:05:43,27678.09527777778
4749,Product inquiry,Closed,Critical,2020-08-06,2023-06-01 21:03:47,24717.063055555554
4753,Product inquiry,Closed,Low,2021-04-02,2023-06-01 22:15:51,18982.264166666668
4766,Refund request,Closed,Medium,2020-09-08,2023-06-01 07:29:06,23911.485
4767,Technical issue,Closed,Low,2021-10-06,2023-06-01 18:40:08,14490.66888888889
4768,Billing inquiry,Closed,High,2020-07-01,2023-06-01 12:02:10,25572.036111111112
4770,Product inquiry,Closed,Low,2021-12-23,2023-06-01 05:28:13,12605.470277777778
4771,Refund request,Closed,High,2021-01-24,2023-06-01 03:41:14,20595.687222222223
4774,Technical issue,Closed,Critical,2021-09-06,2023-06-01 02:48:17,15194.804722222223
4775,Cancellation request,Closed,Medium,2021-04-13,2023-06-01 11:33:18,18707.555
4778,Technical issue,Closed,High,2020-09-19,2023-06-01 11:45:23,23651.756388888887
4779,Technical issue,Closed,Critical,2021-07-16,2023-06-01 05:29:25,16445.49027777778
4784,Refund request,Closed,High,2020-08-13,2023-06-01 10:46:31,24538.77527777778
4803,Refund request,Closed,Low,2021-06-05,2023-06-01 20:58:53,17444.98138888889
4805,Cancellation request,Closed,Medium,2020-06-21,2023-06-01 13:35:57,25813.599166666667
4816,Refund request,Closed,High,2020-02-09,2023-06-01 07:12:13,28999.203611111112
4817,Cancellation request,Closed,High,2020-04-04,2023-06-01 17:14:15,27689.2375
4818,Refund request,Closed,High,2020-12-13,2023-06-01 11:24:17,21611.40472222222
4821,Cancellation request,Closed,Low,2020-03-01,2023-06-01 20:38:21,28508.639166666668
4826,Technical issue,Closed,Medium,2020-12-18,2023-06-01 17:19:25,21497.32361111111
4832,Cancellation request,Closed,Low,2021-11-03,2023-06-01 12:59:32,13812.992222222223
4833,Product inquiry,Closed,High,2021-08-01,2023-06-01 23:09:34,16079.159444444444
4835,Cancellation request,Closed,Low,2021-05-05,2023-06-01 23:20:37,18191.34361111111
4842,Cancellation request,Closed,Critical,2021-04-17,2023-06-01 22:30:45,18622.5125
4843,Product inquiry,Closed,Low,2020-09-05,2023-06-01 10:56:47,23986.94638888889
4850,Product inquiry,Closed,Low,2021-02-05,2023-06-01 18:49:57,20322.8325
4858,Cancellation request,Closed,Critical,2021-04-16,2023-06-01 10:58:09,18634.969166666666
4866,Technical issue,Closed,High,2021-05-26,2023-06-01 05:32:20,17669.53888888889
4870,Billing inquiry,Closed,Medium,2021-10-25,2023-06-01 21:39:26,14037.657222222222
4871,Product inquiry,Closed,Critical,2021-02-17,2023-06-01 07:37:28,20023.624444444446
4874,Billing inquiry,Closed,Medium,2020-07-04,2023-06-01 02:45:33,25490.759166666667
4875,Billing inquiry,Closed,High,2021-12-23,2023-06-01 02:41:34,12602.692777777778
4878,Billing inquiry,Closed,Medium,2020-09-05,2023-06-01 10:01:36,23986.02666666667
4883,Refund request,Closed,High,2020-10-08,2023-06-01 03:28:43,23187.47861111111
4884,Refund request,Closed,Medium,2021-09-21,2023-06-01 12:01:45,14844.029166666667
4885,Technical issue,Closed,High,2021-11-23,2023-06-01 14:22:46,13334.379444444445
4890,Cancellation request,Closed,Medium,2021-02-22,2023-06-01 01:30:53,19897.514722222222
4891,Technical issue,Closed,Medium,2020-06-29,2023-06-01 08:23:54,25616.398333333334
4892,Refund request,Closed,Low,2020-06-29,2023-06-01 05:52:55,25613.881944444445
4895,Refund request,Closed,High,2021-04-12,2023-06-01 07:03:00,18727.05
4898,Product inquiry,Closed,Low,2021-09-22,2023-06-01 06:24:05,14814.40138888889
4902,Cancellation request,Closed,Medium,2021-05-01,2023-06-01 13:40:10,18277.669444444444
4903,Refund request,Closed,Critical,2020-05-14,2023-06-01 21:28:12,26733.47
4909,Refund request,Closed,Medium,2021-05-03,2023-06-01 15:08:22,18231.139444444445
4910,Refund request,Closed,High,2020-07-18,2023-06-01 11:57:23,25163.956388888888
4914,Product inquiry,Closed,Critical,2021-06-10,2023-06-01 00:03:27,17304.0575
4916,Billing inquiry,Closed,Critical,2021-10-03,2023-06-01 03:08:30,14547.141666666666
4920,Product inquiry,Closed,Low,2021-12-16,2023-06-01 18:26:34,12786.442777777778
4924,Billing inquiry,Closed,Critical,2020-11-18,2023-06-01 11:21:38,22211.360555555555
4930,Refund request,Closed,Medium,2020-12-02,2023-06-01 18:15:44,21882.262222222223
4931,Product inquiry,Closed,Low,2020-02-28,2023-06-01 09:37:46,28545.629444444443
4934,Technical issue,Closed,Critical,2020-04-21,2023-06-01 16:32:50,27280.547222222223
4939,Technical issue,Closed,Critical,2020-10-20,2023-06-01 21:05:58,22917.099444444444
4940,Billing inquiry,Closed,Medium,2020-05-22,2023-06-01 12:09:00,26532.15
4946,Refund request,Closed,Medium,2020-06-15,2023-06-01 14:04:09,25958.069166666668
4948,Billing inquiry,Closed,Critical,2021-07-18,2023-06-01 08:17:13,16400.286944444444
4954,Product inquiry,Closed,Low,2021-03-25,2023-06-01 14:58:21,19166.9725
4955,Cancellation request,Closed,Low,2021-02-24,2023-06-01 12:42:22,19860.70611111111
4956,Billing inquiry,Closed,Medium,2020-12-21,2023-06-01 22:18:24,21430.306666666667
4957,Refund request,Closed,Critical,2020-10-05,2023-06-01 22:10:26,23278.17388888889
4963,Technical issue,Closed,Medium,2020-06-02,2023-06-01 01:27:34,26257.459444444445
4967,Technical issue,Closed,Critical,2020-07-14,2023-06-01 14:15:39,25262.260833333334
4969,Product inquiry,Closed,Critical,2021-04-27,2023-06-01 00:22:42,18360.378333333334
4971,Product inquiry,Closed,Critical,2021-09-15,2023-06-01 13:17:45,14989.295833333334
4975,Cancellation request,Closed,Medium,2021-01-25,2023-06-01 07:00:51,20575.014166666668
4976,Billing inquiry,Closed,High,2021-12-30,2023-06-01 06:27:52,12438.464444444444
4977,Technical issue,Closed,Low,2020-05-29,2023-06-01 11:25:52,26363.431111111113
4981,Product inquiry,Closed,Critical,2021-06-08,2023-05-31 23:55:58,17351.932777777776
4982,Technical issue,Closed,High,2021-08-25,2023-06-01 02:40:59,15482.683055555555
4986,Billing inquiry,Closed,Critical,2021-06-16,2023-06-01 22:31:04,17182.51777777778
4990,Technical issue,Closed,Critical,2021-11-30,2023-06-01 22:08:11,13174.136388888888
4991,Cancellation request,Closed,Medium,2021-11-05,2023-06-01 14:05:12,13766.086666666666
4993,Billing inquiry,Closed,Low,2021-10-02,2023-06-01 01:08:14,14569.137222222222
4994,Billing inquiry,Closed,Low,2021-11-09,2023-06-01 08:25:15,13664.420833333334
4997,Billing inquiry,Closed,Medium,2021-12-25,2023-06-01 15:06:20,12567.105555555556
5003,Product inquiry,Closed,Medium,2021-03-02,2023-06-01 13:21:28,19717.35777777778
5004,Billing inquiry,Closed,Medium,2020-04-18,2023-06-01 00:15:30,27336.258333333335
5011,Cancellation request,Closed,Medium,2021-06-21,2023-06-01 00:48:39,17040.810833333333
5012,Cancellation request,Closed,High,2021-06-22,2023-06-01 04:10:41,17020.178055555556
5014,Product inquiry,Closed,Critical,2021-11-21,2023-06-01 13:21:43,13381.361944444445
5015,Refund request,Closed,High,2020-08-13,2023-06-01 21:29:45,24549.495833333334
5019,Cancellation request,Closed,Critical,2020-08-19,2023-06-01 16:31:51,24400.530833333334
5025,Cancellation request,Closed,Medium,2021-01-13,2023-06-01 09:12:58,20865.216111111113
5029,Billing inquiry,Closed,Medium,2021-12-26,2023-06-01 00:55:03,12528.9175
5030,Cancellation request,Closed,High,2020-07-06,2023-06-01 04:08:04,25444.134444444444
5041,Cancellation request,Closed,High,2021-09-13,2023-06-01 09:10:22,15033.172777777778
5042,Refund request,Closed,Critical,2021-11-14,2023-06-01 17:50:24,13553.84
5043,Billing inquiry,Closed,Critical,2021-08-04,2023-06-01 23:34:25,16007.573611111111
5047,Cancellation request,Closed,Medium,2020-11-19,2023-06-01 12:27:30,22188.458333333332
5048,Billing inquiry,Closed,Low,2021-08-23,2023-06-01 10:10:31,15538.175277777778
5054,Refund request,Closed,Low,2020-09-12,2023-06-01 07:45:40,23815.76111111111
5059,Product inquiry,Closed,Medium,2021-11-21,2023-06-01 04:38:46,13372.646111111111
5061,Refund request,Closed,Low,2020-03-03,2023-06-01 07:29:49,28447.496944444443
5065,Billing inquiry,Closed,Low,2021-08-22,2023-06-01 05:06:56,15557.115555555556
5075,Billing inquiry,Closed,Medium,2020-07-13,2023-06-01 03:02:11,25275.03638888889
5077,Product inquiry,Closed,Medium,2020-04-16,2023-06-01 20:24:13,27404.403611111113
5078,Product inquiry,Closed,Critical,2021-01-24,2023-06-01 03:34:14,20595.570555555554
5083,Refund request,Closed,High,2020-07-02,2023-06-01 16:08:20,25552.13888888889
5087,Billing inquiry,Closed,High,2021-05-07,2023-06-01 15:53:27,18135.890833333335
5093,Technical issue,Closed,High,2020-06-30,2023-06-01 06:15:36,25590.26
5099,Billing inquiry,Closed,Critical,2020-04-25,2023-06-01 07:22:43,27175.37861111111
5103,Product inquiry,Closed,Medium,2021-05-24,2023-06-01 14:18:49,17726.313611111113
5106,Product inquiry,Closed,Critical,2021-09-16,2023-06-01 05:40:53,14957.681388888888
5109,Billing inquiry,Closed,High,2020-10-14,2023-06-01 02:00:57,23042.015833333335
5112,Refund request,Closed,Medium,2020-06-19,2023-06-01 17:40:02,25865.667222222222
5113,Technical issue,Closed,Medium,2020-05-21,2023-06-01 04:27:04,26548.45111111111
5114,Technical issue,Closed,High,2020-01-06,2023-06-01 18:13:04,29826.217777777776
5118,Cancellation request,Closed,High,2021-04-09,2023-06-01 12:42:09,18804.7025
5119,Product inquiry,Closed,Medium,2020-02-28,2023-06-01 23:08:10,28559.13611111111
5120,Cancellation request,Closed,High,2021-01-08,2023-06-01 13:50:12,20989.836666666666
5123,Billing inquiry,Closed,Low,2021-03-17,2023-06-01 11:39:13,19355.653611111113
5124,Cancellation request,Closed,Critical,2021-09-28,2023-06-01 02:43:15,14666.720833333333
5127,Cancellation request,Closed,High,2021-02-19,2023-06-01 16:27:20,19984.455555555556
5128,Billing inquiry,Closed,High,2020-07-24,2023-06-01 04:49:22,25012.82277777778
5129,Cancellation request,Closed,Low,2020-07-21,2023-06-01 11:09:23,25091.15638888889
5133,Billing inquiry,Closed,Medium,2020-04-10,2023-06-01 07:30:29,27535.508055555554
5134,Cancellation request,Closed,Medium,2020-09-17,2023-06-01 23:28:30,23711.475
5139,Cancellation request,Closed,Low,2020-02-11,2023-06-01 01:08:37,28945.14361111111
5144,Billing inquiry,Closed,Critical,2021-07-11,2023-06-01 00:55:45,16560.929166666665
5145,Product inquiry,Closed,Critical,2020-11-03,2023-06-01 11:37:47,22571.629722222224
5146,Product inquiry,Closed,Critical,2020-02-20,2023-06-01 07:13:48,28735.23
5148,Technical issue,Closed,Low,2021-01-13,2023-06-01 15:45:50,20871.76388888889
5149,Billing inquiry,Closed,Low,2021-01-06,2023-06-01 07:44:51,21031.7475
5152,Cancellation request,Closed,Low,2021-11-12,2023-06-01 02:12:56,13586.215555555556
5153,Technical issue,Closed,Critical,2020-01-28,2023-06-01 02:51:58,29282.86611111111
5154,Refund request,Closed,Critical,2021-03-20,2023-06-01 18:23:58,19290.399444444443
